JD,Tempo,BCPy 
2452470.33897993,26270.350781592595,26270.350262403936
2452471.259620696,26129.988354478886,26129.987469150878
2452472.180261462,26066.31871405376,26066.317773440096
2452473.100902228,26084.070321871386,26084.06934852662
2452474.021542994,26167.911533808143,26167.91086967933
2452474.94218376,26285.982380062156,26285.981724769295
2452475.8628245257,26397.19997672214,26397.19965207882
2452476.783465292,26460.673843678418,26460.673624157338
2452477.704106058,26445.069520326688,26445.06920315913
2452478.6247468237,26335.785099357025,26335.78505199259
2452479.54538759,26138.300061403916,26138.300138093124
2452480.4660283555,25876.927242041544,25876.926716183043
2452481.3866691217,25589.254952423573,25589.254479867326
2452482.307309888,25317.55725682428,25317.556184479847
2452483.2279506535,25099.120881180443,25099.119914920633
2452484.1485914197,24957.71933143637,24957.718478908366
2452485.0692321854,24898.167574259984,24898.166488066632
2452485.9898729515,24905.210937241256,24905.2099895669
2452486.9105137177,24947.003666736673,24947.002917366473
2452487.8311544834,24982.376691501195,24982.37595070561
2452488.7517952495,24970.23637706599,24970.23634378347
2452489.6724360157,24878.950520949158,24878.950182333057
2452490.5930767814,24693.5628581575,24693.56270490595
2452491.5137175475,24419.20713067539,24419.206986870227
2452492.434358313,24079.923689714007,24079.923083142898
2452493.3549990794,23713.15944331835,23713.159305644047
2452494.2756398455,23361.21480751976,23361.21417737603
2452495.196280611,23061.57722230356,23061.57644450045
2452496.1169213774,22838.371712262768,22838.370721307765
2452497.037562143,22696.863508353832,22696.86238007896
2452497.958202909,22622.276418921374,22622.27596517236
2452498.8788436754,22583.197266855394,22583.19643146929
2452499.799484441,22538.776790511267,22538.776391308926
2452500.720125207,22448.10339239858,22448.10295906963
2452501.640765973,22279.583582235537,22279.58306218437
2452502.561406739,22018.200396049964,22018.200215742818
2452503.482047505,21668.981494264983,21668.9813687339
2452504.402688271,21255.878978185898,21255.87882120462
2452505.323329037,20816.32176531231,20816.32117676144
2452506.243969803,20392.67925092222,20392.67824672395
2452507.164610569,20022.59240471455,20022.591418397686
2452508.085251335,19730.38139518699,19730.38046288482
2452509.0058921007,19521.493130523464,19521.49196535961
2452509.926532867,19381.260312683124,19381.259358636424
2452510.847173633,19278.25955962069,19278.258652815624
2452511.7678143987,19171.49404584786,19171.493254364443
2452512.688455165,19019.7663067759,19019.765843052865
2452513.6090959306,18791.09563718633,18791.095256437562
2452514.5297366967,18470.026380807343,18470.025946688933
2452515.450377463,18061.159461485637,18061.159343259646
2452516.3710182286,17588.100660279044,17588.100050954385
2452517.2916589947,17088.05860119317,17088.05798203257
2452518.2122997604,16603.341368950438,16603.34060281302
2452519.1329405266,16171.681804648513,16171.68098633679
2452520.0535812927,15817.614521328223,15817.613498634737
2452520.9742220584,15546.871065122748,15546.8702224361
2452521.8948628246,15345.081936829383,15345.081132423762
2452522.8155035903,15181.07802937195,15181.076851023867
2452523.7361443564,15014.040003391065,15014.039413454406
2452524.6567851226,14802.865404523774,14802.864832295534
2452525.5774258883,14515.594680907445,14515.593910781183
2452526.4980666544,14136.752863640117,14136.752442467847
2452527.4187074206,13670.92299394837,13670.922202347523
2452528.3393481863,13141.728738508082,13141.728361457854
2452529.2599889524,12586.477679817317,12586.47707552352
2452530.180629718,12047.670066566156,12047.66909280712
2452531.1012704843,11563.327970621967,11563.327059554083
2452532.0219112504,11158.344826618559,11158.343815081907
2452532.942552016,10838.827697724073,10838.82667598702
2452533.8631927823,10590.730455870633,10590.729547402994
2452534.783833548,10383.08687253216,10383.08582712838
2452535.704474314,10175.104832502377,10175.104137093675
2452536.6251150803,9925.506793629094,9925.506152122865
2452537.545755846,9601.973510060634,9601.973063463032
2452538.466396612,9188.542547360415,9188.54218059182
2452539.387037378,8689.26405366922,8689.263488467614
2452540.307678144,8127.281281246899,8127.280723060082
2452541.22831891,7539.54779667165,7539.547288665914
2452542.148959676,6968.385795896887,6968.385049644494
2452543.069600442,6451.816844140732,6451.816019385948
2452543.9902412076,6014.87791666588,6014.87692388666
2452544.910881974,5663.903313327791,5663.902291238272
2452545.83152274,5385.084128832675,5385.083279080791
2452546.7521635056,5147.633221675091,5147.632101283902
2452547.672804272,4910.830190002641,4910.829454987361
2452548.593445038,4633.345957339603,4633.3452048883955
2452549.5140858036,4282.703964739891,4282.703322924242
2452550.43472657,3842.7300133683607,3842.7293179393278
2452551.3553673355,3317.279614110368,3317.2790151918753
2452552.2760081016,2729.396653015561,2729.3960102035253
2452553.196648868,2116.0884554456998,2116.0878619645273
2452554.1172896335,1519.911837929758,1519.9110253810243
2452555.0379303996,979.2862652257355,979.2852396686376
2452555.9585711653,519.7520611353871,519.7511075917358
2452556.8792119315,148.17310889122882,148.17222027964198
2452557.7998526976,-148.78923635506126,-148.79009287959906
2452558.7204934633,-401.58022979189667,-401.58121464118665
2452559.6411342295,-650.7472210732186,-650.7479670705341
2452560.561774995,-937.6282564650942,-937.6289742986609
2452561.4824157613,-1294.8706746852317,-1294.8712490498563
2452562.4030565275,-1738.940471561921,-1738.9410814282307
2452563.323697293,-2266.3394768280446,-2266.339998369065
2452564.2443380593,-2854.388406025526,-2854.389039239596
2452565.1649788255,-3466.399752386796,-3466.400490498183
2452566.085619591,-4060.053040767149,-4060.0536771433513
2452567.0062603573,-4597.058319748364,-4597.05907085298
2452567.926901123,-5051.900511051574,-5051.901347361389
2452568.847541889,-5417.6614120487975,-5417.662404877071
2452569.7681826553,-5707.592095213451,-5707.59298600043
2452570.688823421,-5952.072676828676,-5952.073612275331
2452571.609464187,-6191.658756836853,-6191.659481397743
2452572.530104953,-6467.798330388025,-6467.799081931166
2452573.450745719,-6813.347241854437,-6813.347992961088
2452574.371386485,-7245.045221561929,-7245.045914590381
2452575.292027251,-7759.675292577292,-7759.6760093409575
2452576.212668017,-8334.782723987262,-8334.783526222973
2452577.1333087827,-8933.787619527071,-8933.788252855058
2452578.053949549,-9514.320023306818,-9514.320726597138
2452578.974590315,-10037.874010423617,-10037.87511671394
2452579.8952310807,-10478.57101323705,-10478.572004876914
2452580.815871847,-10829.028009906779,-10829.028931600882
2452581.7365126126,-11101.99855533047,-11101.999505253303
2452582.6571533787,-11327.409392654958,-11327.410252914584
2452583.577794145,-11545.474418378995,-11545.475250159647
2452584.4984349106,-11797.46159628574,-11797.462312885635
2452585.4190756767,-12116.21825664164,-12116.218979613968
2452586.339716443,-12518.62114991546,-12518.621857312237
2452587.2603572085,-13001.675385426874,-13001.676130011621
2452588.1809979747,-13543.159305909094,-13543.160144464093
2452589.1016387404,-14106.670372315506,-14106.671269968732
2452590.0222795065,-14649.920439120067,-14649.92128065208
2452590.9429202727,-15134.383558281628,-15134.384314713701
2452591.8635610384,-15534.089560574223,-15534.090456615353
2452592.7842018045,-15841.551713954597,-15841.552713181869
2452593.7048425702,-16069.469925460056,-16069.470830384156
2452594.6254833364,-16247.820724770934,-16247.821495425771
2452595.5461241025,-16416.998792231934,-16416.99949089672
2452596.4667648682,-16618.57665378222,-16618.57741975459
2452597.3874056344,-16885.795309156536,-16885.796073256875
2452598.3080464,-17235.958194435345,-17235.959109321386
2452599.2286871662,-17666.469700521433,-17666.47037260937
2452600.1493279324,-18155.418677188463,-18155.419429863778
2452601.069968698,-18666.580569174206,-18666.581195086004
2452601.9906094642,-19157.685677182566,-19157.686394644847
2452602.9112502304,-19590.070616317946,-19590.071624157456
2452603.831890996,-19937.50197259493,-19937.502636634763
2452604.7525317622,-20192.152299841757,-20192.152989483617
2452605.673172528,-20366.369419839273,-20366.370377168783
2452606.593813294,-20489.825267134638,-20489.82611177786
2452607.5144540602,-20602.698212820338,-20602.6989566317
2452608.435094826,-20746.451202696288,-20746.45189998263
2452609.355735592,-20954.311092289056,-20954.311841192026
2452610.276376358,-21243.630384710712,-21243.63108642438
2452611.197017124,-21611.878696709133,-21611.879624204248
2452612.11765789,-22037.18513418924,-22037.186061463755
2452613.0382986558,-22483.302690431618,-22483.303447376496
2452613.958939422,-22907.862353892615,-22907.863353325512
2452614.8795801876,-23272.029513214246,-23272.03021871528
2452615.8002209538,-23549.34922577218,-23549.350020761824
2452616.72086172,-23731.771623374214,-23731.772685399334
2452617.6415024856,-23831.472920602395,-23831.47368444573
2452618.5621432518,-23878.05862099311,-23878.0592586576
2452619.4827840175,-23911.792860265217,-23911.793330600445
2452620.4034247836,-23974.392037756417,-23974.39274138607
2452621.3240655498,-24099.49239058429,-24099.49314963112
2452622.2447063155,-24304.9629582702,-24304.96371037055
2452623.1653470816,-24588.825947012294,-24588.826503257933
2452624.0859878478,-24929.71207545622,-24929.713071996557
2452625.0066286135,-25291.752911800617,-25291.753506829486
2452625.9272693796,-25632.779394079604,-25632.780211845427
2452626.8479101453,-25913.969897944484,-25913.97061572569
2452627.7685509115,-26108.723517818973,-26108.72429765626
2452628.6891916776,-26208.744141981722,-26208.744649886095
2452629.6098324433,-26225.93359996758,-26225.934317430456
2452630.5304732095,-26189.669933781282,-26189.670743950956
2452631.451113975,-26140.08371560581,-26140.084210573892
2452632.3717547413,-26118.874079731188,-26118.874613771968
2452633.2923955075,-26159.764949571054,-26159.76578144655
2452634.213036273,-26280.778453665433,-26280.779049962905
2452635.1336770393,-26480.09116434704,-26480.09211434541
2452636.054317805,-26736.429236192587,-26736.43008136381
2452636.974958571,-27013.899474543687,-27013.900266192133
2452637.8955993373,-27270.166072869328,-27270.167102824216
2452638.816240103,-27466.09959491454,-27466.100403637625
2452639.736880869,-27574.69291332455,-27574.6935606236
2452640.657521635,-27587.21327166084,-27587.214202353534
2452641.578162401,-27515.1810915015,-27515.181658306126
2452642.498803167,-27387.718365110813,-27387.718866291605
2452643.419443933,-27244.883375716356,-27244.88372868014
2452644.340084699,-27128.50420434019,-27128.504617228762
2452645.260725465,-27072.615251457162,-27072.615769572676
2452646.181366231,-27095.679118674136,-27095.679741543907
2452647.102006997,-27196.374422765683,-27196.374837046296
2452648.0226477627,-27353.908907910987,-27353.90970257583
2452648.943288529,-27532.791203274806,-27532.791881197067
2452649.863929295,-27690.958097612332,-27690.958921177375
2452650.7845700607,-27789.41155370296,-27789.41228061265
2452651.705210827,-27801.150538972564,-27801.15129841683
2452652.6258515925,-27717.36403016562,-27717.364556525346
2452653.5464923587,-27549.462655868334,-27549.463162199667
2452654.467133125,-27326.490165511368,-27326.490881334415
2452655.3877738905,-27088.50227909679,-27088.502612250733
2452656.3084146567,-26877.423727737194,-26877.424022466774
2452657.2290554224,-26727.480077566186,-26727.480809048757
2452658.1496961885,-26657.38416395741,-26657.384576692704
2452659.0703369547,-26666.060175679475,-26666.061146053547
2452659.9909777204,-26732.897153402624,-26732.89791389663
2452660.9116184865,-26822.45349783548,-26822.45419703424
2452661.8322592527,-26892.55734695062,-26892.558228248494
2452662.7529000184,-26903.939378334257,-26903.94009472599
2452663.6735407845,-26829.19788079631,-26829.19864458259
2452664.59418155,-26659.052113260135,-26659.052676792006
2452665.5148223164,-26404.44785212241,-26404.44833472692
2452666.4354630825,-26094.042078567876,-26094.042501037795
2452667.356103848,-25767.63909764955,-25767.63934429092
2452668.2767446144,-25467.081857097495,-25467.082152443752
2452669.19738538,-25226.68348942437,-25226.683698013392
2452670.118026146,-25065.382759596003,-25065.38321446818
2452671.0386669124,-24982.42227194651,-24982.422746916927
2452671.959307678,-24957.530318287445,-24957.530913730847
2452672.879948444,-24955.570802831768,-24955.571718199495
2452673.80058921,-24934.594729265325,-24934.59539377869
2452674.721229976,-24855.449994025414,-24855.450708393582
2452675.641870742,-24690.760299328605,-24690.7610045958
2452676.562511508,-24431.21097358787,-24431.211253389312
2452677.483152274,-24087.707755917112,-24087.708254377474
2452678.4037930397,-23688.91876778882,-23688.91935309221
2452679.324433806,-23274.751427871935,-23274.751704399678
2452680.245074572,-22887.26201920756,-22887.26228517179
2452681.1657153377,-22561.076249916754,-22561.076331427048
2452682.086356104,-22315.504034024216,-22315.504221172017
2452683.00699687,-22150.15756000627,-22150.158376832333
2452683.9276376357,-22045.070734102013,-22045.071344988388
2452684.848278402,-21965.286151818986,-21965.28686342988
2452685.7689191676,-21868.87207289693,-21868.873007578917
2452686.6895599337,-21716.523880355966,-21716.524716656117
2452687.6102007,-21480.559617016283,-21480.560419807938
2452688.5308414656,-21151.256614740967,-21151.256993124705
2452689.4514822317,-20739.076470117412,-20739.07682404228
2452690.3721229974,-20272.279251107666,-20272.27938421566
2452691.2927637636,-19790.463737047234,-19790.463743506916
2452692.2134045297,-19335.51738885034,-19335.51754978827
2452693.1340452954,-18942.040899955362,-18942.040943240194
2452694.0546860616,-18629.434739696848,-18629.434959040173
2452694.9753268273,-18397.464473370565,-18397.464760941555
2452695.8959675934,-18226.313774533854,-18226.314308302317
2452696.8166083596,-18081.12127421025,-18081.12199934051
2452697.7372491253,-17919.960961173365,-17919.96149800261
2452698.6578898914,-17703.443005435063,-17703.44372945509
2452699.578530657,-17403.743785887425,-17403.744458174704
2452700.4991714233,-17010.992318070796,-17010.99269664281
2452701.4198121894,-16535.558246229844,-16535.55877078736
2452702.340452955,-16005.71779114426,-16005.718068304575
2452703.2610937213,-15461.223894425228,-15461.223828519045
2452704.1817344874,-14944.257582755616,-14944.257625675813
2452705.102375253,-14489.826020180053,-14489.825785652316
2452706.0230160193,-14117.796572807183,-14117.796630413955
2452706.943656785,-13828.397880353024,-13828.398427546132
2452707.864297551,-13602.206383467905,-13602.206879363282
2452708.7849383173,-13404.624125818596,-13404.624773680824
2452709.705579083,-13193.828680468789,-13193.829417431483
2452710.626219849,-12930.370136023845,-12930.370975648491
2452711.546860615,-12586.226252876568,-12586.226886062146
2452712.467501381,-12151.24115679239,-12151.241367414865
2452713.388142147,-11635.476434279914,-11635.47673075916
2452714.308782913,-11066.937209794907,-11066.93731619932
2452715.229423679,-10485.18529826281,-10485.185228677043
2452716.1500644446,-9932.307534574107,-9932.307455765576
2452717.070705211,-9443.30127956005,-9443.30127744568
2452717.991345977,-9038.078943146103,-9038.0790029538
2452718.9119867426,-8716.92203644617,-8716.922302358429
2452719.832627509,-8460.424996651842,-8460.425473681813
2452720.753268275,-8233.938138241252,-8233.938768296814
2452721.6739090406,-7995.493521014834,-7995.494217330904
2452722.594549807,-7705.402164082315,-7705.402860972498
2452723.5151905725,-7335.331368762843,-7335.332104920906
2452724.4358313386,-6874.790890301745,-6874.79130422186
2452725.356472105,-6333.54516392118,-6333.545401027245
2452726.2771128705,-5739.405183470736,-5739.405299727122
2452727.1977536366,-5131.899393977352,-5131.899285747486
2452728.1183944023,-4553.270858177227,-4553.270715307929
2452729.0390351685,-4038.8585983743,-4038.858390613007
2452729.9596759346,-3609.0573605797044,-3609.057329998659
2452730.8803167003,-3264.6965745911402,-3264.6967478163897
2452731.8009574665,-2986.890853489916,-2986.891169582106
2452732.721598232,-2741.397788802138,-2741.3983239043578
2452733.6422389983,-2486.4864742330783,-2486.4872456217718
2452734.5628797645,-2182.517340685393,-2182.518085146487
2452735.48352053,-1801.042835989646,-1801.0434011830846
2452736.4041612963,-1331.349804709018,-1331.3501787549385
2452737.324802062,-782.9468931446518,-782.9470639349227
2452738.245442828,-183.42773362238947,-183.42784804338757
2452739.1660835943,427.8009295791574,427.80093641286885
2452740.08672436,1008.4950144294296,1008.4952745308403
2452741.007365126,1523.2012327291238,1523.2012572657975
2452741.9280058923,1951.3355734925215,1951.3356568326892
2452742.848646658,2291.873918701773,2291.8737159446773
2452743.769287424,2563.5735569561903,2563.573217797862
2452744.68992819,2800.6832433360037,2800.682668576666
2452745.610568956,3045.1126563744956,3045.1118572354058
2452746.531209722,3336.851219969572,3336.85030881495
2452747.451850488,3704.8220110916973,3704.821376190585
2452748.372491254,4160.263763327511,4160.263159747581
2452749.2931320197,4694.152321969317,4694.152035226906
2452750.213772786,5279.260134259665,5279.260097595719
2452751.134413552,5876.375288040472,5876.375357741295
2452752.0550543177,6443.259151508063,6443.25927245938
2452752.975695084,6944.289977085138,6944.2902784722
2452753.8963358495,7358.586755393685,7358.587052378892
2452754.8169766157,7684.7550467841875,7684.75490211518
2452755.737617382,7941.172227863554,7941.171986896687
2452756.6582581475,8161.752530297758,8161.751984192262
2452757.5788989137,8388.15438255688,8388.15366127049
2452758.49953968,8660.219908512514,8660.219196192078
2452759.4201804455,9006.828826151923,9006.828001424643
2452760.3408212117,9439.257711863718,9439.257330573897
2452761.2614619774,9948.567770846772,9948.567473717128
2452762.1821027435,10507.60973514819,10507.609471375008
2452763.1027435097,11077.196530415034,11077.19646512081
2452764.0233842754,11615.027911497666,11615.028020072827
2452764.9440250415,12085.327350970636,12085.327508759705
2452765.864665807,12466.989678639246,12466.989772445579
2452766.7853065734,12758.377218243173,12758.376941271425
2452767.7059473395,12977.666950120782,12977.666735126648
2452768.626588105,13158.675022839558,13158.674490812109
2452769.5472288714,13343.10590399736,13343.105130498361
2452770.467869637,13571.008070610467,13571.00715538922
2452771.388510403,13871.612858246363,13871.611887303972
2452772.3091511694,14256.652761667934,14256.652041688018
2452773.229791935,14717.685706201863,14717.685202479972
2452774.150432701,15228.030945544466,15228.03081937963
2452775.071073467,15748.874065355649,15748.874189289627
2452775.991714233,16238.139703802291,16238.13988924024
2452776.912354999,16660.10684902632,16660.107158897423
2452777.832995765,16993.571648149627,16993.57212228611
2452778.753636531,17236.692832855748,17236.69289655568
2452779.674277297,17407.408787659493,17407.408684909547
2452780.594918063,17539.333999735627,17539.33343097955
2452781.515558829,17674.06019373233,17674.059542626048
2452782.4361995948,17851.6304953705,17851.629794867324
2452783.356840361,18101.35802360017,18101.356926719942
2452784.277481127,18435.092393103787,18435.09181897055
2452785.1981218928,18844.48168279601,18844.48128322924
2452786.118762659,19302.844630730116,19302.844053464214
2452787.0394034246,19771.23689251473,19771.2371549897
2452787.9600441908,20207.3264869706,20207.32640496813
2452788.880684957,20575.033313831376,20575.033528813867
2452789.8013257226,20852.75457440341,20852.754689729325
2452790.7219664888,21038.272080306553,21038.271796251745
2452791.6426072544,21149.234043937602,21149.23396448065
2452792.5632480206,21219.099776897125,21219.099240098887
2452793.4838887868,21289.46528486961,21289.464522994647
2452794.4045295524,21400.53808776823,21400.53721530467
2452795.3251703186,21581.92846482322,21581.92738354129
2452796.2458110843,21845.866686194735,21845.865941128264
2452797.1664518504,22184.400457141874,22184.39984668695
2452798.0870926166,22571.20650088994,22571.206331569556
2452799.0077333823,22967.612076020716,22967.61203768504
2452799.9283741484,23331.440961524433,23331.441135945573
2452800.8490149146,23626.668461778918,23626.668840719525
2452801.7696556803,23831.671212327892,23831.67138449435
2452802.6902964464,23944.183390767557,23944.183558275632
2452803.610937212,23981.82779009219,23981.827735882598
2452804.5315779783,23978.09288571269,23978.092308100255
2452805.4522187444,23974.680432105164,23974.679874699264
2452806.37285951,24011.97690429474,24011.976216473784
2452807.2935002763,24119.821206238066,24119.81983527114
2452808.214141042,24310.68136749787,24310.68067044091
2452809.134781808,24576.805099871603,24576.804627957805
2452810.0554225743,24891.974836403195,24891.974791229364
2452810.97606334,25217.486615287846,25217.486662847958
2452811.896704106,25510.97322373665,25510.973082470075
2452812.817344872,25736.063552944288,25736.06371874639
2452813.737985638,25870.67288184501,25870.672962514847
2452814.658626404,25912.023291552043,25912.02300277104
2452815.57926717,25877.25461540568,25877.254528971684
2452816.499907936,25799.486332267803,25799.48579129827
2452817.420548702,25720.22169503431,25720.221013248938
2452818.341189468,25679.844573533872,25679.84358991246
2452819.261830234,25708.368710684626,25708.367619746503
2452820.1824709997,25818.562986774697,25818.562111795723
2452821.103111766,26003.020774305605,26003.01995008109
2452822.023752532,26235.842229366186,26235.842012287307
2452822.9443932977,26478.551972907095,26478.55182076209
2452823.865034064,26688.888987621827,26688.88903876697
2452824.7856748295,26830.47182186526,26830.47207329686
2452825.7063155957,26881.1212749785,26881.121295804416
2452826.626956362,26837.94021560386,26837.94045761718
2452827.5475971275,26717.994683168086,26717.994560508487
2452828.4682378937,26554.429108259348,26554.428550875535
2452829.3888786593,26388.91313458357,26388.912639371396
2452830.3095194255,26262.14008673836,26262.139159182127
2452831.2301601917,26204.542598649645,26204.541235327415
2452832.1508009573,26229.354117992225,26229.35312321902
2452833.0714417235,26329.598558210335,26329.597950495594
2452833.992082489,26479.692269496194,26479.69202771069
2452834.9127232553,26641.300055753818,26641.299881859748
2452835.8333640215,26772.101885531334,26772.101845503916
2452836.754004787,26835.4691522854,26835.46915573594
2452837.6746455533,26808.833752588915,26808.83366989879
2452838.5952863195,26688.83865846398,26688.838296246533
2452839.515927085,26492.091712540394,26492.0913110658
2452840.4365678513,26251.35434555161,26251.353637207463
2452841.357208617,26008.033178290534,26008.032400912234
2452842.277849383,25802.69914208585,25802.69821153689
2452843.1984901493,25665.79597817406,25665.794946117632
2452844.119130915,25610.666936215646,25610.666105589255
2452845.039771681,25630.492945954706,25630.49209681082
2452845.960412447,25699.839078626024,25699.838712994664
2452846.881053213,25780.46337059014,25780.463026322126
2452847.801693979,25830.049861576746,25830.049898127327
2452848.722334745,25811.88255254308,25811.882496169095
2452849.642975511,25703.2369023616,25703.236734375958
2452850.5636162767,25500.58097514065,25500.58111215193
2452851.484257043,25220.393657784203,25220.393439338284
2452852.404897809,24895.408179549195,24895.407667514108
2452853.3255385747,24567.14894668735,24567.14848862313
2452854.246179341,24276.46119762851,24276.46008857228
2452855.1668201066,24054.194646559943,24054.19394821116
2452856.0874608727,23914.18489829175,23914.18384787344
2452857.008101639,23850.113967674042,23850.113151558937
2452857.9287424046,23836.989731393754,23836.98911734709
2452858.8493831707,23836.88575437555,23836.88545196094
2452859.770023937,23807.63928528479,23807.63869851065
2452860.6906647026,23712.5093583628,23712.509226853428
2452861.6113054687,23528.597966569996,23528.597854294432
2452862.5319462344,23252.094277091033,23252.094239146212
2452863.4525870006,22899.15820365044,22899.157679577103
2452864.3732277667,22502.229883408578,22502.229317060388
2452865.2938685324,22102.619691787633,22102.618796685743
2452866.2145092986,21741.060948697024,21741.06015891376
2452867.1351500642,21448.397249559956,21448.396308795618
2452868.0557908304,21238.52304544811,21238.522163935268
2452868.9764315966,21105.201891762244,21105.20086071844
2452869.8970723622,21023.48276373737,21023.481976119423
2452870.8177131284,20955.39902113159,20955.398437867712
2452871.738353894,20858.64044170227,20858.640425159156
2452872.6589946602,20696.223692478055,20696.223699791248
2452873.5796354264,20444.942591764237,20444.9424093191
2452874.500276192,20100.67427975727,20100.67429873258
2452875.4209169582,19679.326220948635,19679.326033519126
2452876.3415577244,19213.203657884293,19213.203211685406
2452877.26219849,18743.63627861659,18743.635669447332
2452878.1828392562,18311.54577764591,18311.54476750864
2452879.103480022,17948.11010292803,17948.109359630875
2452880.024120788,17667.66488910959,17667.663619448987
2452880.9447615542,17464.45042155806,17464.449412988575
2452881.86540232,17313.965196311678,17313.964385566964
2452882.786043086,17178.5973175441,17178.596675670462
2452883.706683852,17016.258478383872,17016.257864728617
2452884.627324618,16790.040842594342,16790.04056282314
2452885.547965384,16476.692519124725,16476.692527291776
2452886.46860615,16071.969367132593,16071.96896664154
2452887.389246916,15591.63823045908,15591.637802470705
2452888.3098876816,15067.906853146958,15067.906351429427
2452889.230528448,14542.085703554083,14542.084982526745
2452890.151169214,14055.165308529206,14055.164448148174
2452891.0718099796,13638.462273037841,13638.461291318708
2452891.992450746,13306.471277621458,13306.47025251942
2452892.9130915115,13053.559551765937,13053.558692043514
2452893.8337322776,12855.26033445747,12855.259499663594
2452894.754373044,12673.868311541884,12673.867649870464
2452895.6750138095,12467.061982584264,12467.0616643285
2452896.5956545756,12197.579984089787,12197.579785038022
2452897.516295342,11841.739962011005,11841.739571450827
2452898.4369361075,11394.854172605377,11394.853963672982
2452899.3575768736,10872.30658577216,10872.306241146534
2452900.2782176393,10306.039026645949,10306.03849856678
2452901.1988584055,9737.257090186948,9737.25648850963
2452902.1194991716,9207.019703891123,9207.018828521099
2452903.0401399373,8746.863295543817,8746.862267179566
2452903.9607807035,8371.60745475663,8371.606379267569
2452904.881421469,8075.984708125517,8075.98367399986
2452905.8020622353,7835.867533786293,7835.866526979348
2452906.7227030015,7613.812150529294,7613.811347571547
2452907.643343767,7367.653420671923,7367.65271528446
2452908.5639845333,7060.182246536488,7060.181748187312
2452909.484625299,6667.694317275912,6667.69398979633
2452910.405266065,6185.450897448481,6185.4503596050245
2452911.3259068313,5628.802332231355,5628.801641297032
2452912.246547597,5029.720635859655,5029.719933379266
2452913.167188363,4429.531778959241,4429.531070174817
2452914.0878291293,3869.5105935584843,3869.509719452648
2452915.008469895,3381.4865215932537,3381.4855999247143
2452915.929110661,2980.6064570870158,2980.605387358083
2452916.849751427,2661.903861302993,2661.902876621371
2452917.770392193,2401.4612889440195,2401.4603396600087
2452918.691032959,2161.896686067533,2161.895853251743
2452919.611673725,1900.9238767839447,1900.9233245723278
2452920.532314491,1581.030310491648,1581.0298755498864
2452921.4529552567,1178.0602578540863,1178.059781001624
2452922.373596023,686.7442428535967,686.743811271338
2452923.294236789,121.91149342930025,121.91086249372644
2452924.2148775547,-484.8939419091772,-484.89453067555354
2452925.135518321,-1092.6145866613617,-1092.6152529812614
2452926.0561590865,-1660.0573112374586,-1660.0582195377144
2452926.9767998527,-2155.299911919246,-2155.300827885782
2452927.897440619,-2562.9760346123016,-2562.9770653084006
2452928.8180813845,-2887.7763400397794,-2887.777297930773
2452929.7387221507,-3153.360637856287,-3153.3615765568734
2452930.6593629164,-3396.93374470322,-3396.9345835197887
2452931.5800036825,-3660.721206443459,-3660.721884063375
2452932.5006444487,-3982.294479898684,-3982.295144236703
2452933.4212852144,-4385.9564685189325,-4385.956878868028
2452934.3419259805,-4877.152428631692,-4877.152932603702
2452935.2625667467,-5441.1885395573445,-5441.189192410667
2452936.1832075124,-6046.545515643296,-6046.54622659399
2452937.1038482785,-6652.03542270305,-6652.036238041295
2452938.024489044,-7216.1687893000035,-7216.169543482753
2452938.9451298104,-7706.591758543206,-7706.592703061249
2452939.8657705765,-8107.441139291368,-8107.442104754347
2452940.786411342,-8422.929210444485,-8422.930103541523
2452941.7070521084,-8676.340771271456,-8676.341502447003
2452942.627692874,-8904.668460301526,-8904.669205703687
2452943.54833364,-9150.11689488608,-9150.117627262496
2452944.4689744064,-9450.419254888271,-9450.419650148138
2452945.389615172,-9830.182646163188,-9830.18316224124
2452946.310255938,-10295.245257017174,-10295.245675424318
2452947.230896704,-10831.325676265458,-10831.326212120319
2452948.15153747,-11407.279781535313,-11407.280548906368
2452949.072178236,-11982.213066504355,-11982.21375262883
2452949.992819002,-12514.821520344276,-12514.822391689466
2452950.913459768,-12972.828944402447,-12972.82984000024
2452951.8341005337,-13340.35641442938,-13340.357417431731
2452952.7547413,-13621.544873709694,-13621.545864133588
2452953.675382066,-13839.598423378437,-13839.599260928633
2452954.5960228317,-14031.469032120005,-14031.46994896724
2452955.516663598,-14239.398788345112,-14239.39943642768
2452956.437304364,-14501.248307694952,-14501.248908078058
2452957.3579451297,-14841.829118505877,-14841.829608470327
2452958.278585896,-15267.214146578846,-15267.214628291867
2452959.1992266616,-15763.331424734019,-15763.331975101693
2452960.1198674277,-16299.159262840589,-16299.159947448117
2452961.040508194,-16833.79312052261,-16833.793619094744
2452961.9611489596,-17325.76512039422,-17325.765925574044
2452962.8817897257,-17742.49097009164,-17742.49176164892
2452963.8024304914,-18067.675093807244,-18067.676046508128
2452964.7230712576,-18304.992092667613,-18304.99302226932
2452965.6437120237,-18477.19805196271,-18477.198431748147
2452966.5643527894,-18620.88060260273,-18620.881493082583
2452967.4849935556,-18778.059036237366,-18778.059776535687
2452968.4056343213,-18986.538449942516,-18986.539030761516
2452969.3262750874,-19271.238708055087,-19271.239128323516
2452970.2469158536,-19638.465339348346,-19638.465622698714
2452971.1675566193,-20074.435352588564,-20074.43579453183
2452972.0881973854,-20548.398387806978,-20548.398998483714
2452973.0088381516,-21019.64140305603,-21019.64211765999
